code,name,service_Charge,purchase_amount,recent1Month,recent3Month,recent6Month,recent1Year,recent3Year,from_Build,type,fund_scale,establishment_date,company
004752,广发中证传媒ETF联接A,0.12%,100元起购,10.90%,26.64%,32.23%,29.14%,--,-3.21%,联接基金,6.28亿元（2019-12-31）,2018-01-02,广发基金
004751,广发鑫和灵活配置混合C,暂停申购,暂停申购,1.73%,2.21%,3.58%,5.76%,--,12.61%,混合型,0.64亿元（2019-12-31）,2018-01-16,广发基金
004750,广发鑫和灵活配置混合A,暂停申购,暂停申购,1.76%,2.40%,3.95%,6.81%,--,14.36%,混合型,1.47亿元（2019-12-31）,2018-01-16,广发基金
004749,华泰紫金天天金交易型货币B,0.00%,100元起购,0.23%,0.68%,1.37%,2.84%,--,8.37%,货币型,20.84亿元（2019-12-31）,2017-08-11,华泰证券(上海)
004748,天弘策略精选混合C,0.00%,100元起购,1.53%,4.47%,7.95%,12.95%,--,-1.00%,混合型,0.10亿元（2019-12-31）,2017-06-21,天弘基金
004747,富国新优享灵活配置混合C,0.00%,100元起购,5.82%,13.98%,15.23%,19.17%,--,25.72%,混合型,0.23亿元（2019-12-31）,2017-08-09,富国基金
004746,易方达上证50指数C,0.00%,100元起购,-0.36%,-0.25%,1.04%,25.10%,--,54.92%,股票指数,25.55亿元（2019-12-31）,2017-06-06,易方达基金
004745,长盛创新驱动灵活配置混合,0.15%,100元起购,14.65%,32.99%,46.01%,63.26%,--,24.65%,混合型,0.62亿元（2019-12-31）,2017-08-16,长盛基金
004744,易方达创业板ETF联接C,0.00%,100元起购,16.04%,31.92%,36.69%,50.77%,--,26.13%,联接基金,9.46亿元（2019-12-31）,2017-06-02,易方达基金
004743,易方达上证中盘ETF联接C,0.00%,100元起购,4.26%,10.03%,8.39%,14.19%,--,18.74%,联接基金,0.04亿元（2019-12-31）,2017-06-02,易方达基金
004742,易方达深证100ETF联接C,0.00%,100元起购,8.03%,16.41%,21.13%,37.13%,--,36.88%,联接基金,3.83亿元（2019-12-31）,2017-06-02,易方达基金
004741,农银汇理区间策略混合,0.15%,100元起购,10.01%,19.32%,22.98%,23.75%,--,20.21%,混合型,0.57亿元（2019-12-31）,2017-07-25,农银汇理基金
004740,中欧瑞丰灵活配置混合C,暂停申购,暂停申购,9.17%,13.30%,20.96%,48.51%,--,42.79%,混合型,0.08亿元（2019-12-31）,2017-07-31,中欧基金
004739,上投摩根安隆回报C,0.00%,100元起购,2.51%,5.58%,8.46%,13.43%,--,14.88%,混合型,1.49亿元（2019-12-31）,2018-02-08,上投摩根基金
004738,上投摩根安隆回报A,0.10%,100元起购,2.54%,5.66%,8.63%,13.77%,--,15.68%,混合型,2.93亿元（2019-12-31）,2018-02-08,上投摩根基金
004737,富国新优享灵活配置混合A,0.08%,100元起购,5.87%,14.13%,15.52%,19.77%,--,28.06%,混合型,0.61亿元（2019-12-31）,2017-08-09,富国基金
004736,富国鼎利纯债三个月定开债,暂停申购,暂停申购,0.78%,1.74%,2.71%,4.92%,--,18.41%,定开债券,21.42亿元（2019-12-31）,2017-06-28,富国基金
004735,中欧瑾灵灵活配置混合C,0.00%,100元起购,1.32%,3.67%,5.53%,13.76%,--,11.33%,混合型,0.03亿元（2019-12-31）,2017-12-01,中欧基金
004734,中欧瑾灵灵活配置混合A,0.15%,100元起购,1.39%,3.89%,5.95%,14.57%,--,13.57%,混合型,4.02亿元（2019-12-31）,2017-12-01,中欧基金
004732,万家瑞尧灵活配置混合C,0.00%,100元起购,1.47%,2.80%,4.55%,13.29%,--,-0.68%,混合型,0.04亿元（2019-12-31）,2018-01-19,万家基金
004731,万家瑞尧灵活配置混合A,0.06%,100元起购,1.48%,2.86%,4.63%,13.53%,--,-0.38%,混合型,2.07亿元（2019-12-31）,2018-01-19,万家基金
004730,建信量化事件驱动股票,0.15%,100元起购,8.37%,13.85%,18.08%,35.51%,--,11.04%,股票型,0.84亿元（2019-12-31）,2017-09-13,建信基金
004729,中欧瑾泰债券C,暂停申购,暂停申购,0.94%,2.01%,2.78%,4.16%,--,8.89%,债券型,0.00亿元（2019-12-31）,2017-08-09,中欧基金
004728,中欧瑾泰债券A,暂停申购,暂停申购,0.95%,2.04%,2.84%,4.26%,--,12.01%,债券型,64.37亿元（2019-12-31）,2017-08-09,中欧基金
004727,先锋聚优C,0.00%,100元起购,10.80%,19.81%,21.48%,17.92%,--,-6.50%,混合型,0.02亿元（2019-12-31）,2017-09-15,先锋基金
004726,先锋聚优A,0.15%,100元起购,10.81%,19.88%,21.74%,18.41%,--,-9.17%,混合型,0.01亿元（2019-12-31）,2017-09-15,先锋基金
004725,先锋聚元灵活配置混合C,0.00%,100元起购,7.96%,18.23%,14.97%,26.19%,--,19.83%,混合型,0.03亿元（2019-12-31）,2017-11-17,先锋基金
004724,先锋聚元灵活配置混合A,0.15%,100元起购,7.98%,18.29%,15.51%,26.49%,--,21.76%,混合型,0.00亿元（2019-12-31）,2017-11-17,先锋基金
004723,中银丰实定开债,暂停申购,暂停申购,1.45%,2.32%,2.13%,4.27%,--,16.33%,定开债券,20.50亿元（2019-12-31）,2017-06-21,中银基金
004722,中银丰和定开债券,暂停申购,暂停申购,1.34%,2.63%,2.94%,4.80%,--,13.50%,定开债券,480.22亿元（2019-12-31）,2017-06-23,中银基金
004721,华夏睿磐泰茂混合C,暂停申购,暂停申购,1.73%,3.55%,4.50%,8.78%,--,7.90%,混合型,1.02亿元（2019-12-31）,2017-12-06,华夏基金
004720,华夏睿磐泰茂混合A,暂停申购,暂停申购,1.76%,3.63%,4.66%,9.10%,--,8.62%,混合型,2.01亿元（2019-12-31）,2017-12-06,华夏基金
004719,景顺长城睿成混合C,暂停申购,暂停申购,3.53%,14.07%,14.63%,29.53%,--,15.62%,混合型,0.00亿元（2019-12-31）,2017-11-10,景顺长城基金
004718,万家天添宝货币B,0.00%,5000000元起购,0.23%,0.69%,1.34%,2.71%,--,9.32%,货币型,7.14亿元（2019-12-31）,2017-07-28,万家基金
004717,万家天添宝货币A,0.00%,100元起购,0.21%,0.64%,1.24%,2.52%,--,8.79%,货币型,149.17亿元（2019-12-31）,2017-07-28,万家基金
004708,红塔红土盛商一年定开债A,0.06%,100元起购,6.64%,8.82%,9.54%,9.83%,--,14.90%,定开债券,2.18亿元（2019-12-31）,2017-09-15,红塔红土
004707,景顺长城睿成混合A,暂停申购,暂停申购,3.56%,14.28%,14.93%,30.07%,--,16.45%,混合型,0.65亿元（2019-12-31）,2017-11-10,景顺长城基金
004706,南方祥元债券C,0.00%,10元起购,1.01%,1.95%,2.59%,4.75%,--,14.38%,债券型,1.69亿元（2019-12-31）,2017-08-03,南方基金
004705,南方祥元债券A,0.08%,100元起购,1.10%,2.11%,2.84%,5.18%,--,15.59%,债券型,9.62亿元（2019-12-31）,2017-08-03,南方基金
004703,南方兴盛混合,0.15%,100元起购,8.36%,16.65%,25.18%,46.15%,--,38.70%,混合型,3.23亿元（2019-12-31）,2017-09-13,南方基金
004702,南方金融混合,0.15%,100元起购,0.54%,4.30%,8.36%,19.00%,--,11.50%,混合型,1.03亿元（2019-12-31）,2017-08-03,南方基金
004701,鹏华盈余宝货币B,暂停申购,暂停申购,0.19%,0.61%,1.16%,2.16%,--,8.34%,货币型,0.54亿元（2019-12-31）,2017-06-08,鹏华基金
004700,前海联合汇盈货币B,0.00%,5000000元起购,0.24%,0.73%,1.38%,2.80%,--,10.12%,货币型,1.13亿元（2019-12-31）,2017-05-25,前海联合
004699,前海联合汇盈货币A,0.00%,100元起购,0.22%,0.67%,1.26%,2.55%,--,9.40%,货币型,0.13亿元（2019-12-31）,2017-05-25,前海联合
004698,博时军工主题股票,0.15%,100元起购,20.73%,31.00%,28.92%,40.86%,--,21.70%,股票型,1.03亿元（2019-12-31）,2017-07-04,博时基金
004696,东兴量化优享混合,0.15%,100元起购,2.82%,4.55%,7.08%,12.63%,--,10.58%,混合型,1.01亿元（2019-12-31）,2018-02-09,东兴证券
004695,东兴未来价值混合A,0.15%,100元起购,1.65%,2.76%,4.22%,--,--,4.16%,混合型,1.47亿元（2019-12-31）,2019-07-26,东兴证券
004694,天弘策略精选混合A,0.10%,100元起购,1.55%,4.56%,8.10%,13.28%,--,-0.21%,混合型,2.52亿元（2019-12-31）,2017-06-21,天弘基金
004693,前海联合泳隽混合A,暂停申购,暂停申购,1.52%,28.10%,33.76%,44.10%,--,17.06%,混合型,5.07亿元（2019-12-31）,2018-01-29,前海联合
004689,博时丰庆纯债债券,暂停申购,暂停申购,0.90%,1.81%,2.48%,4.08%,--,14.25%,债券型,10.23亿元（2019-12-31）,2017-08-23,博时基金
004688,汇添富熙和精选混合C,0.00%,100元起购,1.30%,2.08%,3.19%,10.53%,--,12.44%,混合型,0.59亿元（2019-12-31）,2018-02-11,汇添富基金
004687,汇添富熙和精选混合A,0.15%,100元起购,1.33%,2.12%,3.27%,10.66%,--,12.70%,混合型,2.39亿元（2019-12-31）,2018-02-11,汇添富基金
004686,华夏研究精选股票,0.15%,100元起购,8.17%,16.44%,20.44%,38.90%,--,24.80%,股票型,3.52亿元（2019-12-31）,2017-09-06,华夏基金
004685,金元顺安元启灵活配置混合,0.15%,100元起购,1.91%,9.51%,10.85%,14.13%,--,24.65%,混合型,1.38亿元（2019-12-31）,2017-11-14,金元顺安基金
004684,鹏华盈余宝货币A,暂停申购,暂停申购,0.16%,0.54%,1.04%,1.91%,--,7.64%,货币型,0.09亿元（2019-12-31）,2017-06-08,鹏华基金
004683,建信高端医疗股票,0.15%,100元起购,5.77%,9.72%,14.64%,39.30%,--,23.27%,股票型,0.89亿元（2019-12-31）,2017-07-18,建信基金
004682,万家安弘纯债一年定开债C,0.00%,100元起购,0.93%,2.05%,2.68%,4.87%,--,14.19%,定开债券,0.13亿元（2019-12-31）,2017-08-18,万家基金
004681,万家安弘纯债一年定开债A,0.06%,100元起购,0.94%,2.10%,2.80%,5.11%,--,14.77%,定开债券,5.69亿元（2019-12-31）,2017-08-18,万家基金
004677,博时战略新兴产业混合,0.15%,500元起购,7.44%,25.35%,29.72%,51.13%,--,60.20%,混合型,0.21亿元（2019-12-31）,2017-08-09,博时基金
004676,中信建投睿信灵活配置混合C,0.00%,100元起购,-0.22%,2.53%,7.66%,12.37%,--,-22.52%,混合型,0.00亿元（2019-12-31）,2017-05-15,中信建投基金
004675,富国新机遇灵活配置混合C,0.00%,100元起购,3.81%,7.70%,7.68%,10.82%,--,10.84%,混合型,0.02亿元（2019-12-31）,2017-11-14,富国基金
004680,前海开源裕瑞混合A,0.15%,100元起购,1.53%,2.43%,12.27%,14.11%,--,13.55%,混合型,0.28亿元（2019-12-31）,2017-09-05,前海开源基金
004674,富国新机遇灵活配置混合A,0.15%,100元起购,3.86%,7.85%,7.96%,25.34%,--,22.62%,混合型,0.13亿元（2019-12-31）,2017-11-14,富国基金
004673,华夏短债债券C,0.00%,100元起购,0.43%,1.15%,1.65%,4.12%,--,9.20%,债券型,25.44亿元（2019-12-31）,2017-12-06,华夏基金
004672,华夏短债债券A,0.03%,100元起购,0.45%,1.18%,1.71%,4.25%,--,9.46%,债券型,9.02亿元（2019-12-31）,2017-12-06,华夏基金
004671,中融核心成长,0.15%,100元起购,16.10%,38.75%,38.60%,63.82%,--,11.64%,混合型,3.53亿元（2019-12-31）,2017-09-29,中融基金
004669,建信鑫泽回报灵活配置混合C,0.00%,100元起购,3.06%,5.98%,8.82%,11.98%,--,3.38%,混合型,2.10亿元（2019-12-31）,2018-02-07,建信基金
004668,建信鑫泽回报灵活配置混合A,0.15%,100元起购,3.08%,6.01%,8.83%,12.24%,--,4.23%,混合型,0.00亿元（2019-12-31）,2018-02-07,建信基金
004667,招商招财通理财债券A,暂停申购,暂停申购,0.23%,0.61%,1.31%,3.36%,--,4.49%,理财型,0.54亿元（2018-09-30）,2017-06-19,招商基金
004666,长城久嘉创新成长混合,0.15%,100元起购,24.83%,67.23%,74.68%,88.52%,--,61.28%,混合型,5.25亿元（2019-12-31）,2017-07-05,长城基金
004664,国富日鑫月益30天理财债券B,0.00%,5000000元起购,0.22%,0.68%,1.38%,2.87%,--,9.97%,理财型,16.94亿元（2019-12-31）,2017-06-19,国海富兰克林基金
004661,银河如意债券,0.08%,100元起购,4.10%,6.72%,6.85%,9.67%,--,10.19%,债券型,0.33亿元（2019-12-31）,2018-12-10,银河基金
004663,国富日鑫月益30天理财债券A,0.00%,100元起购,0.19%,0.62%,1.24%,2.60%,--,9.22%,理财型,0.67亿元（2019-12-31）,2017-06-19,国海富兰克林基金
004656,汇添富鑫汇定开债券C,暂停申购,暂停申购,0.50%,1.27%,1.93%,3.08%,--,11.32%,定开债券,0.00亿元（2019-12-31）,2017-06-23,汇添富基金
004655,汇添富鑫汇定开债券A,暂停申购,暂停申购,0.53%,1.37%,2.13%,3.49%,--,12.50%,定开债券,8.48亿元（2019-12-31）,2017-06-23,汇添富基金
004649,国开开航混合,0.15%,100元起购,9.76%,24.55%,25.96%,33.66%,--,20.59%,混合型,0.20亿元（2019-12-31）,2017-07-13,国开泰富基金
004648,南方安睿混合,0.12%,100元起购,2.27%,4.33%,6.51%,12.41%,--,15.62%,混合型,3.78亿元（2019-12-31）,2017-07-13,南方基金
004647,新华鼎利债券A,0.08%,100元起购,4.12%,10.19%,9.89%,--,--,12.01%,债券型,0.33亿元（2019-12-31）,2019-06-12,新华基金
004643,南方房地产ETF联接C,0.00%,100元起购,-0.78%,2.91%,2.91%,5.74%,--,-12.51%,联接基金,0.29亿元（2019-12-31）,2017-08-24,南方基金
004642,南方房地产ETF联接A,0.12%,100元起购,-0.74%,3.02%,3.13%,6.18%,--,-11.63%,联接基金,0.22亿元（2019-12-31）,2017-08-24,南方基金
004641,万家量化睿选混合,0.15%,100元起购,6.30%,7.42%,12.66%,21.80%,--,13.65%,混合型,0.93亿元（2019-12-31）,2017-08-04,万家基金
004640,华夏节能环保股票,0.15%,100元起购,11.36%,39.64%,52.75%,61.35%,--,21.01%,股票型,2.11亿元（2019-12-31）,2017-08-11,华夏基金
004638,华夏鼎兴债券C,暂停申购,暂停申购,0.50%,0.89%,2.47%,--,--,374.38%,债券型,0.00亿元（2019-06-30）,2018-01-12,华夏基金
004637,华夏鼎兴债券A,暂停申购,暂停申购,1.17%,2.21%,2.71%,8.88%,--,9.82%,债券型,5.02亿元（2019-12-31）,2018-01-12,华夏基金
004636,中信建投智信物联网C,0.00%,100元起购,23.50%,62.48%,83.76%,107.75%,--,95.37%,混合型,0.44亿元（2019-12-31）,2017-05-10,中信建投基金
004635,中信建投睿利C,0.00%,100元起购,-0.05%,-1.77%,-3.10%,7.21%,--,12.53%,混合型,1.44亿元（2019-12-31）,2017-05-10,中信建投基金
004634,前海联合泳涛混合A,暂停申购,暂停申购,1.72%,19.68%,31.36%,34.78%,--,37.11%,混合型,0.92亿元（2019-12-31）,2017-06-07,前海联合
004632,平安合意定开债发起式,暂停申购,暂停申购,0.74%,1.67%,2.45%,4.70%,--,4.91%,定开债券,10.19亿元（2019-12-31）,2019-01-24,平安基金
004630,平安合信定开债,暂停申购,暂停申购,1.49%,--,--,--,--,2.34%,定开债券,10.10亿元（2019-12-16）,2019-12-16,平安基金
004629,国寿安保安瑞纯债债券,暂停申购,暂停申购,0.67%,1.51%,2.14%,3.94%,--,11.71%,债券型,21.02亿元（2019-12-31）,2017-06-12,国寿安保基金
004628,上投摩根岁岁益定开C,暂停申购,暂停申购,0.62%,1.49%,1.80%,3.65%,--,9.09%,定开债券,0.00亿元（2019-12-31）,2018-01-25,上投摩根基金
004627,上投摩根岁岁益定开A,暂停申购,暂停申购,0.66%,1.59%,1.99%,4.15%,--,10.02%,定开债券,1.08亿元（2019-12-31）,2018-01-25,上投摩根基金
004626,南方高元债发起C,0.00%,100元起购,1.01%,2.34%,3.28%,8.72%,--,18.86%,债券型,0.37亿元（2019-12-31）,2017-06-16,南方基金
004625,南方高元债发起A,0.08%,100元起购,1.04%,2.44%,3.49%,9.14%,--,19.90%,债券型,0.37亿元（2019-12-31）,2017-06-16,南方基金
004618,建信鑫稳回报灵活配置混合C,0.00%,100元起购,3.36%,5.84%,8.13%,19.93%,--,12.45%,混合型,0.11亿元（2019-12-31）,2017-12-20,建信基金
004617,建信鑫稳回报灵活配置混合A,0.15%,100元起购,3.37%,5.87%,8.20%,20.08%,--,12.84%,混合型,2.21亿元（2019-12-31）,2017-12-20,建信基金
004616,中欧电子信息产业沪港深股票A,0.15%,100元起购,15.44%,33.49%,40.94%,61.75%,--,83.98%,股票型,3.61亿元（2019-12-31）,2017-07-07,中欧基金
004615,鹏扬利泽债券C,0.00%,1000元起购,0.36%,0.94%,1.56%,3.15%,--,10.66%,债券型,26.42亿元（2019-12-31）,2017-06-15,鹏扬基金
004613,银河鑫月享定开混合C,0.00%,100元起购,1.38%,2.29%,3.34%,4.82%,--,8.44%,混合型,0.01亿元（2019-12-31）,2018-03-28,银河基金
004614,鹏扬利泽债券A,0.04%,1000元起购,0.39%,1.01%,1.70%,3.41%,--,11.40%,债券型,84.93亿元（2019-12-31）,2017-06-15,鹏扬基金
004612,银河鑫月享定开混合A,0.06%,100元起购,1.41%,2.40%,3.55%,5.25%,--,9.24%,混合型,2.29亿元（2019-12-31）,2018-03-28,银河基金
004609,长信乐信灵活配置混合C,0.00%,100元起购,1.43%,6.17%,8.48%,20.76%,--,26.98%,混合型,1.19亿元（2019-12-31）,2017-12-07,长信基金
004608,长信乐信灵活配置混合A,0.08%,100元起购,1.46%,6.23%,8.67%,21.13%,--,25.98%,混合型,2.42亿元（2019-12-31）,2017-12-07,长信基金
004607,长信利尚一年定开混合,暂停申购,暂停申购,0.54%,1.21%,-0.17%,1.34%,--,4.70%,混合型,4.53亿元（2019-12-31）,2017-11-17,长信基金
004606,上投摩根优选多因子股票,0.15%,100元起购,5.81%,10.07%,10.92%,33.20%,--,20.71%,股票型,0.57亿元（2019-12-31）,2017-08-23,上投摩根基金
004605,富国新活力灵活配置混合C,0.00%,100元起购,2.66%,7.50%,12.88%,30.80%,--,45.41%,混合型,0.61亿元（2019-12-31）,2017-06-01,富国基金
004604,富国新活力灵活配置混合A,0.15%,100元起购,2.71%,7.63%,13.16%,31.34%,--,45.41%,混合型,1.75亿元（2019-12-31）,2017-06-01,富国基金
004603,前海开源润和债券C,0.00%,100元起购,1.30%,2.83%,3.39%,5.03%,--,14.04%,债券型,0.62亿元（2019-12-31）,2017-08-14,前海开源基金
004593,广发全指工业ETF联接A,0.12%,100元起购,5.01%,12.30%,8.86%,8.81%,--,-16.84%,联接基金,0.10亿元（2019-12-31）,2017-06-13,广发基金
004589,民生加银腾元宝货币B,0.00%,5000000元起购,0.15%,0.44%,0.97%,1.64%,--,8.04%,货币型,0.06亿元（2019-09-30）,2017-04-19,民生加银基金
004586,鹏扬汇利债券C,0.00%,10元起购,1.09%,2.70%,3.06%,6.38%,--,16.69%,债券型,4.64亿元（2019-12-31）,2017-06-02,鹏扬基金
004585,鹏扬汇利债券A,0.80%,10元起购,1.13%,2.81%,3.27%,6.80%,--,17.94%,债券型,74.27亿元（2019-12-31）,2017-06-02,鹏扬基金
004578,海富通季季通利理财债券B,0.00%,5000000元起购,0.20%,--,--,--,--,0.67%,理财型,0.08亿元（2017-09-30）,2017-07-14,海富通基金
004577,海富通季季通利理财债券A,0.00%,100元起购,0.17%,--,--,--,--,0.65%,理财型,0.00亿元（2017-09-30）,2017-07-14,海富通基金
004576,新华恒益量化灵活配置混合,0.15%,100元起购,0.38%,0.99%,-0.83%,-5.35%,--,-20.16%,混合型,0.79亿元（2019-12-31）,2017-09-01,新华基金
004573,新华鑫泰灵活配置混合,0.15%,100元起购,14.09%,35.40%,37.51%,38.41%,--,23.13%,混合型,1.21亿元（2019-12-31）,2017-08-09,新华基金
004572,万家家瑞债券C,0.00%,100元起购,2.62%,6.67%,7.49%,11.59%,--,15.82%,债券型,0.17亿元（2019-12-31）,2017-09-20,万家基金
004571,万家家瑞债券A,0.08%,100元起购,2.65%,6.78%,7.70%,12.03%,--,16.89%,债券型,1.94亿元（2019-12-31）,2017-09-20,万家基金
004570,建信结算宝货币,暂停申购,暂停申购,--,--,--,--,--,--,货币型,--亿元（--）,--,建信基金
004568,长城工资宝货币B,0.00%,5000000元起购,0.22%,0.68%,1.36%,2.67%,--,10.17%,货币型,49.94亿元（2019-12-31）,2017-04-20,长城基金
004569,招商制造业混合C,0.00%,100元起购,16.16%,32.88%,41.65%,59.86%,--,60.33%,混合型,0.02亿元（2019-12-31）,2017-05-08,招商基金
004564,北信瑞丰鼎利债券A,0.08%,100元起购,0.72%,2.34%,2.82%,3.21%,--,8.11%,债券型,0.03亿元（2019-12-31）,2018-01-25,北信瑞丰
004561,汇安丰益混合C,0.00%,100元起购,2.83%,5.28%,8.66%,21.65%,--,9.06%,混合型,0.85亿元（2019-12-31）,2017-08-10,汇安基金
004560,汇安丰益混合A,0.15%,100元起购,2.84%,5.30%,8.97%,22.94%,--,25.19%,混合型,0.00亿元（2019-12-31）,2017-08-10,汇安基金
004559,汇安丰裕灵活配置混合C,0.00%,100元起购,13.49%,27.10%,39.42%,64.45%,--,44.30%,混合型,0.01亿元（2019-12-31）,2017-07-27,汇安基金
004558,汇安丰裕灵活配置混合A,0.15%,100元起购,13.51%,27.13%,39.11%,50.25%,--,33.40%,混合型,1.07亿元（2019-12-31）,2017-07-27,汇安基金
004557,北信瑞丰鼎丰灵活配置混合,0.15%,100元起购,11.61%,15.98%,--,--,--,15.93%,混合型,0.22亿元（2019-12-31）,2019-11-13,北信瑞丰
004556,南方和元C,0.00%,100元起购,0.70%,1.77%,2.45%,4.36%,--,13.97%,债券型,0.08亿元（2019-12-31）,2017-05-19,南方基金
004555,南方和元A,0.08%,100元起购,0.79%,1.86%,2.64%,4.75%,--,16.14%,债券型,10.19亿元（2019-12-31）,2017-05-19,南方基金
004554,中信建投货币B,0.00%,5000000元起购,0.31%,0.68%,1.23%,2.38%,--,7.06%,货币型,0.00亿元（2019-12-31）,2017-09-01,中信建投基金
004553,中信建投凤凰货币B,0.00%,5000000元起购,0.22%,0.63%,1.25%,2.59%,--,6.82%,货币型,0.73亿元（2019-12-31）,2017-09-01,中信建投基金
004550,中科沃土沃祥债券,0.08%,100元起购,1.16%,2.58%,8.30%,1.91%,--,2.44%,债券型,0.23亿元（2019-12-31）,2017-06-29,中科沃土基金
004549,富安达消费主题混合,0.15%,100元起购,14.54%,18.33%,22.49%,51.69%,--,40.36%,混合型,0.81亿元（2019-12-31）,2017-08-01,富安达基金
004548,中银中高等级C,0.00%,100元起购,1.14%,2.20%,2.20%,4.45%,--,19.12%,债券型,0.81亿元（2019-12-31）,2017-04-12,中银基金
004547,华夏稳定双利债券A,暂停申购,暂停申购,0.87%,2.04%,2.51%,4.60%,--,10.32%,债券型,0.05亿元（2019-12-31）,2017-04-14,华夏基金
004546,建信量化优享定开混合,0.10%,100元起购,2.93%,7.68%,6.01%,10.68%,--,11.19%,混合型,0.59亿元（2019-12-31）,2018-08-24,建信基金
004545,永赢天天利货币,0.00%,100元起购,0.24%,0.73%,1.44%,2.88%,--,11.15%,货币型,441.48亿元（2019-12-31）,2017-04-20,永赢基金
004544,嘉实稳华纯债债券,0.08%,100元起购,0.76%,1.51%,2.36%,4.16%,--,15.73%,债券型,6.38亿元（2019-12-31）,2017-06-14,嘉实基金
004536,嘉实中小企业量化活力混合,0.15%,100元起购,8.79%,21.35%,24.89%,36.69%,--,11.40%,混合型,0.93亿元（2019-12-31）,2017-07-04,嘉实基金
004532,民生加银中证港股通指数A,0.12%,100元起购,-2.32%,-1.35%,8.72%,-3.49%,--,-4.51%,股票指数,0.06亿元（2019-12-31）,2017-06-02,民生加银基金
004522,安信工业4.0灵活配置混合C,0.00%,100元起购,2.71%,8.52%,16.54%,21.19%,--,2.93%,混合型,0.02亿元（2019-12-31）,2017-07-20,安信基金
004521,安信工业4.0灵活配置混合A,0.15%,100元起购,2.73%,8.54%,16.60%,21.33%,--,3.25%,混合型,0.15亿元（2019-12-31）,2017-07-20,安信基金
004517,南方安康混合,0.12%,100元起购,2.11%,4.57%,6.41%,17.27%,--,20.99%,混合型,2.80亿元（2019-12-31）,2017-06-14,南方基金
004513,海富通沪深300指数增强A,0.10%,100元起购,3.48%,5.60%,3.70%,7.63%,--,14.05%,股票指数,0.07亿元（2019-12-31）,2017-05-10,海富通基金
004512,海富通沪深300指数增强C,0.00%,100元起购,3.47%,5.60%,3.51%,11.53%,--,20.11%,股票指数,0.04亿元（2019-12-31）,2017-05-10,海富通基金
004510,九泰久盛量化先锋混合C,0.00%,1000元起购,7.43%,13.46%,19.16%,27.49%,--,24.23%,混合型,0.57亿元（2019-12-31）,2017-05-16,九泰基金
004505,博时新兴消费主题混合,0.15%,100元起购,11.58%,24.89%,28.53%,50.62%,--,93.70%,混合型,21.10亿元（2019-12-31）,2017-06-05,博时基金
004504,鹏华永泽18个月定开债,0.06%,100元起购,1.61%,3.76%,4.62%,7.57%,--,17.66%,定开债券,2.40亿元（2019-12-31）,2018-01-24,鹏华基金
004503,鹏华永泰定期开放债券,0.06%,100元起购,1.57%,3.56%,3.87%,7.58%,--,19.38%,定开债券,2.31亿元（2019-12-31）,2017-05-25,鹏华基金
004502,中银如意宝货币A,暂停申购,暂停申购,0.23%,0.68%,1.29%,2.39%,--,9.46%,货币型,18.83亿元（2019-12-31）,2017-05-26,中银基金
004499,鹏华丰瑞债券,0.08%,100元起购,0.93%,1.91%,2.80%,5.66%,--,17.36%,债券型,10.32亿元（2019-12-31）,2017-04-25,鹏华基金
004501,嘉实现金添利货币,暂停申购,暂停申购,0.21%,0.65%,1.28%,2.62%,--,10.55%,货币型,960.66亿元（2019-12-31）,2017-03-29,嘉实基金
004498,鹏华丰源债券,0.08%,100元起购,0.80%,1.65%,2.03%,4.22%,--,14.57%,债券型,28.73亿元（2019-12-31）,2017-06-08,鹏华基金
004497,前海开源多元策略混合C,0.15%,100元起购,9.70%,20.61%,12.00%,29.61%,--,50.45%,混合型,3.84亿元（2019-12-31）,2017-07-03,前海开源基金
004496,前海开源多元策略混合A,0.15%,100元起购,9.70%,20.64%,12.05%,29.74%,--,52.64%,混合型,2.04亿元（2019-12-31）,2017-07-03,前海开源基金
004494,华泰保兴货币B,0.00%,5000000元起购,0.21%,0.65%,1.26%,2.48%,--,9.50%,货币型,69.31亿元（2019-12-31）,2017-04-20,华泰保兴
004493,华泰保兴货币A,0.00%,100元起购,0.19%,0.59%,1.14%,2.23%,--,8.76%,货币型,0.19亿元（2019-12-31）,2017-04-20,华泰保兴
004488,嘉实富时中国A50ETF联接A,暂停申购,暂停申购,0.38%,1.90%,3.70%,19.60%,--,21.35%,联接基金,0.46亿元（2019-12-31）,2017-06-29,嘉实基金
004486,嘉实稳怡债券,暂停申购,暂停申购,0.32%,0.97%,0.41%,1.25%,--,9.12%,债券型,0.01亿元（2019-12-31）,2017-06-21,嘉实基金
004495,博时量化平衡混合,0.15%,100元起购,14.15%,19.07%,16.77%,23.75%,--,31.95%,混合型,0.52亿元（2019-12-31）,2017-05-04,博时基金
004485,泰达宏利业绩股票C,0.00%,100元起购,2.82%,8.87%,11.86%,31.71%,--,22.54%,股票型,0.66亿元（2019-12-31）,2017-09-06,泰达宏利基金
004484,泰达宏利业绩股票A,0.12%,100元起购,2.86%,9.01%,12.14%,32.20%,--,24.03%,股票型,0.76亿元（2019-12-31）,2017-09-06,泰达宏利基金
004481,华宝第三产业混合,0.15%,100元起购,2.18%,3.86%,6.82%,5.42%,--,-7.19%,混合型,1.72亿元（2019-12-31）,2017-05-25,华宝基金
004479,博时富和纯债债券,0.08%,100元起购,0.95%,1.97%,2.62%,4.05%,--,13.43%,债券型,21.23亿元（2019-12-31）,2017-08-30,博时基金
